A11,A12,A13,A21,A22,A23,A31,A32,A33,vorticity
0.07681475785432346,0.543363974557757,0.017476974162992542,-0.42787251647901425,0.7020545693261899,-0.9454518250654182,-0.3502534351706932,-0.19665725362905007,-0.7788693271805134,0.0
-0.2062846138237724,0.7197670188119811,0.4273246758017726,-0.36878600443727594,0.9677110170545922,0.5423272895542992,0.09037064396250583,0.6008452813455123,-0.7614264032308198,0.008033360109803402
0.5818820593585237,-0.46281222233757124,-0.10862128517182379,0.28732541703213266,0.03810383042430532,0.12080381384734507,0.003494144255073106,0.9112590372159799,-0.619985889782829,0.0
0.24775704657102415,0.8567721274276212,0.5466958875810217,0.9187381486285384,0.7879766128249497,0.6304665673420158,0.2710578335898792,-0.5774552192989024,-1.0357336593959738,0.0
0.07951166762496342,0.9453062502793361,-0.6075570980570166,-0.7916738509140728,-0.729010951905201,0.09547217676353958,-0.8006666319546563,0.40481105373903725,0.6494992842802376,0.0
-0.09024953897040122,-0.8873692805410112,-0.8990804101120613,-0.8608380226676862,-0.040193353306574364,0.154769921818799,-0.8749990809861052,0.7274431964190464,0.13044289227697559,0.0
-0.41353759617266705,-0.11300330822963645,0.8007332352534313,0.0731406937322987,-0.8931029032304447,0.36733149864679304,-0.7016177158873314,0.33244989561763383,1.3066404994031118,0.03479477985493484
0.5266394031044817,0.3228330801510959,0.792103783512285,0.6558444608932723,-0.6229156933805826,0.2522077277267234,0.35337682835429396,0.47499638131465494,0.09627629027610096,0.0
0.6834060560077289,-0.14749648079436817,0.9614777322665813,0.47045951774445793,0.9796173931825811,0.012661464877596451,-0.053044786380396225,-0.07851950505230287,-1.66302344919031,0.0
0.4087382243402844,0.04560969016447802,-0.6018728672253968,-0.7059119344651443,-0.3979128138952803,-0.8782107279925662,-0.3233863365691658,-0.6138779901773228,-0.010825410445004069,0.0
0.5769182149006664,0.7615223782135789,-0.8166000056812419,0.74524511717839,-0.6665664893265273,-0.9898699422846695,-0.25583626680102567,-0.3045725794422369,0.08964827442586087,0.0
-0.9829034627138407,-0.7737302276945317,-0.6611145341845313,0.8389842251773076,-0.091996825279403,-0.7967415603355583,-0.08324700667754548,-0.4773072448708584,1.0749002879932437,0.0
-0.28366984969316955,0.1655474206113523,0.8698790172457962,0.03581909357626811,-0.9934526359035771,0.9006445420087277,0.9446774032435381,-0.1989821092926125,1.2771224855967467,0.0
-0.8153283559098592,-0.9298368068824505,-0.18675085064169705,0.2450908180293665,-0.18366105018618195,0.6054777080108942,-0.27824433438563556,0.5411323346089119,0.9989894060960411,0.0
0.48418351463262654,0.6344626658566386,-0.1871004621308905,0.014669412073999855,-0.5719789256212908,0.18806684801653484,-0.6361544488670638,-0.07490326836931982,0.08779541098866428,0.0
-0.1223269763078787,-0.14027445188735088,0.13366966538539127,0.9708193118396466,-0.34686998329142815,0.8995269786724798,-0.9827241326180081,-0.9807833488342974,0.46919695959930685,0.7059155848035016
-0.8715845716931505,0.9562290213133833,-0.6380015801275347,0.033008200883348326,-0.7862275080355903,0.2741644326978494,0.6020711407794856,-0.16032704721782265,1.6578120797287408,0.0
0.9666945640223019,-0.27746382572349937,0.5536344860493991,-0.21130317085522754,-0.06587670056294348,-0.14701682606892685,-0.919527101856813,-0.39759557634185017,-0.9008178634593584,0.031028795038896398
-0.35403215136293653,0.22047103560536319,-0.8877825295712258,-0.9659640398846667,-0.7959449529784082,0.4222815619309219,0.7216883670444341,-0.6898578195587204,1.1499771043413447,0.34519498822357597
-0.6440161717211148,-0.28433389056349556,0.2604189602437934,-0.15223082952240774,0.2245427735722645,-0.228193271954662,-0.34865595584764253,0.919552396116164,0.4194733981488503,0.17730585597306003
-0.8051004567215629,-0.5659216640612741,-0.5699291116426444,0.761451045442386,0.9386011062427215,-0.5227461065784464,0.43725605510010057,0.8587061601969801,-0.1335006495211586,0.36289577995672617
-0.5452592458555909,0.31748985524029405,0.4436568384589217,0.17050057699201737,0.07167217456856667,0.6786592984774167,0.9772087869254515,0.13722020839129545,0.47358707128702426,0.0
0.9674296552678205,-0.9366085063157121,0.428209579473686,-0.22894901230163733,0.543109086485666,0.5345947594605787,-0.9539650963874695,-0.911300521120703,-1.5105387417534866,0.45040717760734705
-0.32328349194408457,0.7508705725942204,-0.67447454596628,0.8150156643506075,0.15761221091301825,0.5420682228717841,0.8716670744004344,-0.6052159492322093,0.16567128103106632,0.4637264843335229
0.9968766844905352,-0.8155498314319027,-0.6736946881442967,-0.5801871048596228,0.3701466364274506,0.7651812287628892,0.6916747465463464,-0.4994442232724201,-1.3670233209179858,0.0
0.7695000881779281,-0.2891261345597247,-0.529667870760475,0.11188304165678975,0.9180074681688588,-0.49442747749376603,-0.7165724437957668,-0.4086304760857844,-1.687507556346787,0.0
-0.5566265563041857,-0.12831870327283856,-0.23820018464250436,0.2033643044963953,-0.20308988062466726,0.9429924748913341,-0.7586008318258277,0.8727073213794516,0.7597164369288529,0.0
-0.7210040582087509,0.3165507135509662,-0.7021760854108805,-0.8005249564608372,-0.07657704962645795,-0.07392519645802853,0.00939207596080549,-0.1397974088689946,0.7975811078352089,0.0
0.4327026290462741,0.7123525586482031,0.8762080546431248,0.5238499439427202,-0.287482190601444,0.8642063460261855,0.7352138930497054,-0.06365788109458492,-0.14522043844483012,0.0
-0.029664696359962273,-0.40468957375376835,0.6557606858970402,0.2412477874665564,0.41346097659367076,-0.8562492951900618,-0.06776705275537886,0.6036623694912198,-0.3837962802337085,0.5074512217826624
0.7147438372322865,-0.30709079348941404,-0.9969802304245472,-0.3872916903036212,0.32398244435772394,-0.5506762587274563,0.29630592461508987,0.5713238289609859,-1.0387262815900105,0.13879160966027435
-0.06880347408804344,0.001454008573881893,0.25734116366966253,-0.2110807857893564,0.3884542866212104,0.32071466770068713,-0.4429040348610882,0.7591419230058221,-0.31965081253316696,0.0
0.7477635106426046,0.5578598005370414,0.20162223917651456,-0.898714477759536,-0.03575369250219884,-0.12040952695175156,0.3477607083244969,0.19782709094696327,-0.7120098181404058,0.18516502435932072
-0.9057093648974175,0.3723800864813911,0.09240837796472823,-0.7858270804569929,-0.1892326427759703,-0.2587983795139248,0.9143116010230536,0.7958119484532444,1.0949420076733878,0.0
0.6915446477422273,0.3582361855901337,-0.858802717901654,0.111682170183099,0.6015827143116257,0.35449959524245744,-0.8584856401006054,0.730085303973687,-1.293127362053853,0.0
-0.20277328889153146,0.854388820597183,0.19645759782051697,-0.1164921934696923,0.9503177826697375,0.27347834866125265,0.27166371326264604,-0.013203860372430265,-0.7475444937782061,0.0
0.9263223965068788,-0.2633650326738024,-0.5344920438553757,0.33637502586663914,0.18388408288468128,-0.585318531424937,0.5144127070471831,0.4711605744791256,-1.11020647939156,0.019797404724132873
-0.1910292713463977,-0.9881598978910069,0.32077177991005024,0.3184872693907641,-0.35651253447658293,-0.24381064824264986,-0.9340719680273089,-0.3581023599799831,0.5475418058229806,0.2637890168631335
