A11,A12,A13,A21,A22,A23,A31,A32,A33,vorticity
-0.2062846138237724,0.7197670188119811,0.4273246758017726,-0.3687860044372759,0.9677110170545922,0.5423272895542992,0.0903706439625058,0.6008452813455123,-0.7614264032308198,0.0080333601098034
-0.413537596172667,-0.1130033082296364,0.8007332352534313,0.0731406937322987,-0.8931029032304447,0.367331498646793,-0.7016177158873314,0.3324498956176338,1.3066404994031118,0.0347947798549348
-0.1223269763078787,-0.1402744518873508,0.1336696653853912,0.9708193118396466,-0.3468699832914281,0.8995269786724798,-0.982724132618008,-0.9807833488342974,0.4691969595993068,0.7059155848035016
-0.3540321513629365,0.2204710356053631,-0.8877825295712258,-0.9659640398846668,-0.7959449529784082,0.4222815619309219,0.7216883670444341,-0.6898578195587204,1.1499771043413447,0.3451949882235759
-0.6440161717211148,-0.2843338905634955,0.2604189602437934,-0.1522308295224077,0.2245427735722645,-0.228193271954662,-0.3486559558476425,0.919552396116164,0.4194733981488503,0.17730585597306
-0.8051004567215629,-0.5659216640612741,-0.5699291116426444,0.761451045442386,0.9386011062427216,-0.5227461065784464,0.4372560551001005,0.8587061601969801,-0.1335006495211586,0.3628957799567261
0.9674296552678204,-0.936608506315712,0.428209579473686,-0.2289490123016373,0.543109086485666,0.5345947594605787,-0.9539650963874696,-0.911300521120703,-1.5105387417534866,0.450407177607347
-0.3232834919440845,0.7508705725942204,-0.67447454596628,0.8150156643506075,0.1576122109130182,0.5420682228717841,0.8716670744004344,-0.6052159492322093,0.1656712810310663,0.4637264843335229
-0.7210040582087509,0.3165507135509662,-0.7021760854108805,-0.8005249564608372,-0.0765770496264579,-0.0739251964580285,0.0093920759608054,-0.1397974088689946,0.7975811078352089,0.0
-0.0296646963599622,-0.4046895737537683,0.6557606858970402,0.2412477874665564,0.4134609765936707,-0.8562492951900618,-0.0677670527553788,0.6036623694912198,-0.3837962802337085,0.5074512217826624
0.7147438372322865,-0.307090793489414,-0.9969802304245472,-0.3872916903036212,0.3239824443577239,-0.5506762587274563,0.2963059246150898,0.5713238289609859,-1.0387262815900105,0.1387916096602743
0.7477635106426046,0.5578598005370414,0.2016222391765145,-0.898714477759536,-0.0357536925021988,-0.1204095269517515,0.3477607083244969,0.1978270909469632,-0.7120098181404058,0.1851650243593207
-0.9057093648974176,0.3723800864813911,0.0924083779647282,-0.7858270804569929,-0.1892326427759703,-0.2587983795139248,0.9143116010230536,0.7958119484532444,1.0949420076733878,0.0
0.9263223965068788,-0.2633650326738024,-0.5344920438553757,0.3363750258666391,0.1838840828846812,-0.585318531424937,0.5144127070471831,0.4711605744791256,-1.11020647939156,0.0197974047241328
-0.1910292713463977,-0.9881598978910068,0.3207717799100502,0.3184872693907641,-0.3565125344765829,-0.2438106482426498,-0.9340719680273089,-0.3581023599799831,0.5475418058229806,0.2637890168631335
0.5054822953180358,0.5209812124225894,-0.7499054974785193,0.7557292207909456,-0.3501863616101148,-0.8080819198027958,0.2964113886944155,0.9514074613435994,-0.1552959337079209,0.3512426966515253
-0.1775814772028021,0.1476787013207725,0.3092726796389342,-0.6426830692471994,0.9747280422812954,0.6362606550125314,-0.5251959990513806,0.7183357216014614,-0.7971465650784932,0.0
-0.2219647275354255,0.2381895222226606,0.3637535190635927,0.7031185411166114,-0.0297133914558687,-0.221381729346128,-0.962076071143914,0.6413588040576088,0.2516781189912942,0.3979213299249255
