Ux,Uy,Vx,omegaRES
0.621702516959469,0.07271965583934703,0.08084183667539802,0
-0.5625951762702597,0.11169529094983055,0.978296654222425,0
0.8478088212613959,-0.5153141547981535,0.8752241930095122,0
0.9140935378639246,-0.1833268769541876,0.5104914574724266,0
0.7681307839211433,-0.35379241713955967,-0.4487708556421133,0
0.9541588560950853,0.4917777001584358,-0.3468356993671413,0
0.6800710571357758,0.2490328044015755,-0.2673866568055139,0
-0.73696215660165,0.2210990627737377,-0.0004905870187366101,0
0.16417092532794464,0.2352899212027626,-0.33253293798254724,-0.11269185185359512
-0.329992143772617,-0.5485477988214484,-0.9155837833525693,0
0.4886475170255553,0.5498320885887684,0.32311878616281486,0
0.8287349980325407,0.6462805547354189,-0.5047750444228714,0
-0.2971215683635755,-0.915887245909127,-0.3756821706726663,0
0.2084578770563652,-0.0977334965429959,-0.1157806725130539,0
0.42154900620578384,-0.988835564798372,-0.9987184726189273,0
0.8755342211386876,0.49873354900206945,0.3329599054187644,0
-0.885951934753582,0.4792619528364135,-0.18614415587104816,0
-0.6204423840356348,0.42349744500910136,0.12864091989101434,0
0.35304168691845983,-0.45253965132770246,0.7615272788944425,0.22166770223174975
-0.6269315126084805,0.5215746423653469,-0.2805121689006971,0
0.06186539985034023,-0.19999011571209335,0.5945495334750406,0.19051728836969992
0.33069907536175336,-0.57194512041129,0.43305036613384207,0.16458530396828885
0.7051836185053209,-0.7616984167995458,0.10678677352484378,0
0.1126092471135618,0.335864100676565,0.35748680814098277,0
0.8596260263091746,-0.28843213703966497,-0.3766978122835756,0
-0.8718013316700439,0.14966685705641547,0.8760334210197229,0
-0.1360593522463529,-0.5352515280923931,-0.16397089079013605,0
0.8675374314674185,0.27442208033162885,-0.14697740360814415,0
0.6214387201307263,-0.3519700547519775,-0.6867645599275554,0
-0.7653561993108846,-0.5581446316259928,0.7908070611706715,0
-0.836843806342638,-0.408825136500226,-0.4017637817573765,0
-0.407935474390402,0.1223047403411317,0.7773533258826089,0
0.9716613966868086,0.40760509879094986,0.18240276550585044,0
0.603261563701629,-0.7821597715104309,0.7144710605146343,0.14410522523551283
0.3000881884622477,-0.8552926912272221,0.41374283624886,0.26196643913644113
-0.4488911569696137,0.14144285512368393,-0.4059068811589843,0
0.6993517710643189,0.09975219622872,0.5523786169470799,0
0.21248301856824403,0.773660638894049,-0.08766302610284815,-0.027180464442029706
0.5832743979199411,0.48625961133064366,-0.8541841916371102,-0.058624691330583234
-0.538930133062044,0.05960843490844625,0.7992327242890584,0
0.7190151414190591,-0.09060467628930713,0.02988230621339283,0
-0.254727017223521,0.4783766032274235,0.44989479121516496,0
-0.4167681290958378,-0.4226838375180544,0.14596241676899857,0
0.1501170230467761,0.216707015638965,-0.3414233768376296,-0.11651162569589041
-0.7570385999111828,0.015373030957213984,-0.41569512413534726,0
-0.9215231505685484,-0.5816688830469767,-0.4275803076117126,0
0.00411171080021,-0.9978941858731958,0.647711225266627,0.6476629538271961
-0.23408964812691746,0.5313355625411342,0.617531407719436,0
-0.5569967492354135,0.9616790728105504,-0.7517198945465351,-0.2898960849650706
0.6984738114537008,-0.08544924073255689,-0.03726490289150841,0
0.6090863840156611,-0.535017814425407,0.12788206483593068,0
-0.9870479027575334,0.9831409849435149,0.38584296108877236,0
-0.02362852980493302,0.3274795425638335,0.363073074567112,0
0.04636569420318537,-0.07144314613397129,0.9606862746350622,0.06903214669866486
0.44184109467482835,-0.7019420224676753,0.012925661201327543,0
-0.8527041663239965,0.16297239362123572,0.2573567193091899,0
0.8969141704327868,-0.20667740239701549,-0.30573524286336706,0
0.11068173163314321,-0.9509705167472589,0.6125670289595768,0.5795815431527562
0.7507864584037343,-0.05785209981851058,0.33390900247522337,0
0.025095420111129974,0.9942802073161412,-0.5921501694880063,-0.5905901111251769
0.7204826528086248,0.6088080358341705,0.9761220441426419,0
-0.5793542746735874,0.585153380407093,0.3080825389591788,0
0.47514919717424475,-0.7444673831754856,0.5959853581896928,0.18931215014913505
-0.0187945251526076,-0.018339216918027423,-0.9195351399382408,0
0.4971344392157855,-0.39518317148009396,-0.12558933858098897,0
-0.6762364430109602,0.972136453416103,0.2096473059352597,0
-0.8561848270135362,0.7575489578065837,0.8172886222283924,0
-0.2746493819557039,0.9816530484021126,0.7427914012659527,0
-0.5149679703077266,0.9282708088028708,0.4848489124713491,0
0.3824635678410653,-0.19358171588996131,-0.5123829414304473,0
0.07414878049331408,-0.8860017236279734,0.614292023454148,0.5953741952648766
-0.288799355416705,0.2604883456798892,-0.9408270587138068,-0.15442877126311072
-0.5220128316223678,-0.010206981634069301,-0.009120418613076442,0
-0.3371377233054431,-0.908082370981437,-0.48492625538583534,0
0.9504273332850115,-0.7341309774456948,-0.9291222048722254,0
-0.2036039190013852,0.46866697547266356,0.28663538314173564,0
0.8874678295912268,-0.09616850920158915,-0.10194482606142197,0
0.599866519217005,0.6599259356680662,-0.8321579151556269,-0.14002558523026676
0.08773226977822857,0.8638687601859174,-0.9650820310215655,-0.8131936958315099
-0.570472406933366,0.2728484220331775,0.01258110610022034,0
-0.9142176545545977,-0.19243216647333794,0.9122083949856679,0
0.9498258457360897,0.7897971449448011,0.6777674860721852,0
0.6680315326380792,0.35487359370555005,-0.46499287804931955,0
0.40242200405349027,0.2567122281266778,0.0950121711348817,0
-0.8561537099569936,0.9845551915639308,-0.36256072289472696,0
0.9293339824529976,0.39821064308841425,-0.5351581556758909,0
0.3904412103480803,0.9591312855737164,-0.40739809539076566,-0.2051990914004435
0.12432188715071346,-0.45848826913706375,0.5834436272306835,0.3818279159863795
0.394203510927142,0.17756726397049505,0.9052896859708417,0
0.040186881726430146,0.3226166393904686,-0.32504574482741844,-0.2836259610910767
0.9684277253869329,0.43920105395191866,-0.1531980023397299,0
0.8469149467567652,0.5140889836773725,-0.3576137705724789,0
0.1735448834407194,0.3151948693794442,0.28431266587142257,0
-0.19462840605098242,-0.4022117076798055,0.2906342526071368,0.14395669020346796
-0.15340988028847713,0.8982584378998024,0.8337272440491521,0
0.16781862828730643,0.344017048594776,0.4793063323778859,0
0.9208731447386662,0.22983149427213956,0.7207072476352896,0
0.3866411274630783,-0.8938481537209555,0.7243158678960586,0.4132579837078597
-0.9783351110302492,-0.866195855912369,-0.21366999652528262,0
-0.5188914177839514,-0.7478131158965227,-0.4651707673373948,0
0.6024997941737718,-0.3049990329811758,-0.29747676770775855,0
-0.11815809702789992,-0.897147714461999,0.847055929814398,0.7513184101332795
0.634718460357448,0.11638655895105621,-0.2649774466316599,0
0.9406495245586166,-0.6117112739087607,-0.05595662362882026,0
0.8477283937145668,0.8557332506205961,-0.5543987970256548,0
0.32209732126982615,-0.4065683604026762,0.8762554859140559,0.24279157328021034
0.4198050223835055,0.0935247548034257,-0.22833719292756682,0
-0.12515697549750526,0.03926056167007541,0.24956582398899485,0
0.2714306984857804,-0.5383151108280093,-0.7151259413525723,0
0.4343613887268878,0.06504298329243485,-0.18076068416079538,0
-0.7717075658808412,-0.22767675257895625,-0.7140728469511401,0
0.2955702498041588,0.16744120220920844,0.5078842172650884,0
0.1862805868400419,-0.49455036853452095,0.6668997188499461,0.3754775548598298
-0.3946110826551281,-0.7812337389019597,-0.3915393968407208,0
-0.9534786210044126,-0.5888622147873199,-0.7134011669936633,0
-0.9547685390505689,-0.9866432197255679,-0.28815677495351233,0
0.7353806829124481,0.48380841760040094,-0.0477130413646043,0
-0.3131208685231568,0.6023193954199111,-0.5097178391682917,-0.23949304113989628
0.8490463187792092,0.18444344874005836,-0.7296489083281941,0
0.18969363149907825,-0.14012075567868898,-0.2792213928157261,0
-0.5019640730617547,-0.31623929598743317,-0.6110061298492853,0
-0.770705535096543,0.16349231902994488,-0.5761910757341917,0
-0.8799917204048959,-0.9405946429935375,-0.2178237002739858,0
0.2660939077392157,0.4291063312955894,-0.24304170839238104,-0.05418578186667172
