train_losses,val_losses
0.04218636864349246,0.04565342202067375
0.004238624872751534,0.0030098158644884824
0.0025823609401891007,0.002405417886245996
0.002311788335493766,0.002237812202312052
0.0021150955655053257,0.002135663333069533
0.0019284502662578597,0.0017982446182053537
0.0017550937658222393,0.001729313679644838
0.0015992064180015586,0.0015622071529086679
0.001442041486494709,0.001374549562772736
0.0012780823962739668,0.0012746691422816365
0.001097124286359176,0.0011705578983947636
0.0009181493187765591,0.0008998829718213528
0.0007663659675663803,0.0008595987569540739
0.0006656872992578428,0.0007061035198532045
0.0005875838929857127,0.000555432018735446
0.0005375567077990854,0.0005563984195003286
0.0004889355439483188,0.0004908722814870998
0.00046593203608412295,0.0004934067638125271
0.00043724516528949607,0.00047929563111159953
0.0004116691858496051,0.0004690309901162982
0.00038449349060712846,0.0005042942763864994
0.00037224933865014466,0.0004653445800812915
0.0003608764636248816,0.00039505142910173163
0.0003344539199693827,0.0004803949338803068
0.00032681475955469066,0.0003631961560691707
0.0003166503853944596,0.0004385117513383739
0.0003094837175484281,0.00038695946988184007
0.0002887704322458012,0.0004693089832831174
0.0002872843050415395,0.0003928239192464389
0.00027669012439117066,0.0003615949646267109
0.00026832446218817495,0.0007778930176002905
0.000261128963206138,0.00028328462079400195
0.00025675442872714487,0.0002627220634382684
0.00024308581102348397,0.00034061491046100855
0.0002432267379280529,0.0002787006283807568
0.00024145982295449358,0.0003978947118879296
0.00023056189633382019,0.0003114974458073266
0.00022015300700528313,0.00027807795675005765
0.0002237081188944285,0.0003229055996192619
0.00013424555218516615,0.00019675593073596246
0.00012228168677946087,0.0001817180784093216
0.00011743365256872494,0.00021855896461289376
0.00011611876822891645,0.00020940998146659696
0.00011322183440541266,0.00019359952090191655
0.00010947105778890545,0.0001813251602789387
0.00010845729438500712,0.00016967337184003556
0.0001048270281375153,0.0001906778777728323
0.0001032796590772341,0.00017358365075313486
0.00010214344863197767,0.0002042190009157639
0.00010214577351667685,0.00015729167242301627
0.00010294400700673578,0.00016919741510762834
