Ux,Uy,Vx,omegaRES
-0.6537495097783625,0.1476206714612165,-0.4865671365362727,0
-0.958847605510883,-0.8362384663343372,-0.7212019233052451,0
0.36034858552701654,-0.6851849642401082,0.3010494030085975,0.0847776980954813
0.05183319393240615,-0.8786077349228272,-0.17532228185635734,0
-0.4782266090854499,-0.8006032265885095,0.5991805363549731,0.21117574231466735
-0.38632394049286756,0.8333553180681772,0.16896874240744397,0
0.9851464574219178,-0.24297705516249146,-0.6268396673939034,0
0.09078179501511885,-0.9220174227818669,-0.47913942580204205,0
-0.6624729234887656,-0.8558608683939717,0.6451278426399876,0.07969447746719249
0.8065042662110051,-0.8050067907481919,0.5001806989617421,0
-0.9625759083843848,-0.9454994151357672,-0.49911938709262316,0
-0.7355686492200633,-0.2859605169100654,-0.21600585776595027,0
0.07128487198429023,0.03189329333355451,-0.3430800065217863,-0.016341023077200284
0.9623437913421065,-0.6583735219179037,-0.34024346710014797,0
0.9503362448183976,-0.07409525431521113,0.9481408414690458,0
-0.10445228518532401,-0.26653232584418896,0.11142222498637833,0.05888090449177821
0.6663989549365856,0.7659277543529557,0.7795699931975584,0
-0.13630005763925723,-0.3783252255344509,-0.10478362766430216,0
0.035607961363038454,-0.2973777759657732,0.2940952259480589,0.26009073408220373
0.5660090084818519,-0.7554131767609613,0.6510785824598153,0.13483790590258993
0.34123937033275586,0.44617158314187244,-0.2649432623440704,-0.002491941663478936
0.25869719224575904,-0.3579522323713302,0.3173144367741705,0.07813941386633316
0.8959934053459266,-0.5747310740509617,-0.8228537542078131,0
-0.5289772287582144,-0.6703154523252133,0.7398533309205255,0.1749657372778215
0.42127420973840435,-0.6387825840015113,-0.5347258729119624,0
0.7888197678795212,-0.2971910133581561,-0.3629042548707744,0
-0.7237364169386786,-0.33076929516220344,-0.6319516759132437,0
-0.7597788265712149,-0.8381254565640761,0.45615562000897936,0
0.32987611011906215,-0.3290536212984223,-0.8720916659459155,0
-0.10925347664995044,0.2567716452654043,-0.5475289158101428,-0.22029520154970178
0.7577910682267235,-0.6803709540002065,-0.3249548236008155,0
0.47668532116783124,-0.732638311877714,0.6500385465385503,0.21286734781929872
-0.16470504713241474,0.10439375525809957,0.35717038006646806,0
0.7647842281226445,-0.3138039491363982,-0.8761571986183245,0
0.5715527212898526,0.4402570024216157,0.7134920230852295,0
-0.2525178679821509,0.2394115084202133,-0.3515013246730061,-0.036793884708024305
0.09592397234097416,-0.7494750989310504,0.6708302729636946,0.6064817612262584
0.7061087739891254,-0.2680947515343892,0.437192606807723,0
0.8281331862122074,-0.6078497056011989,-0.8219508504203008,0
0.5619294696250996,0.027074075647491425,-0.19494163075649795,0
-0.4294945026226369,-0.6388937471276259,0.2594542887843836,0
0.2689573596303585,-0.021494606221020396,0.1829571677855557,0
-0.092348847301845,-0.7310508533832529,0.5532959181994708,0.5140035225491506
0.02394432768503174,0.4099697965936062,0.463341853320163,0
0.8151306448434634,-0.09765180328898437,0.6747691176667374,0
-0.004764487896246283,0.9882993529710784,-0.7644541842790444,-0.7643528192588444
-0.34721459721766257,-0.3465957139567222,0.42923638022346533,0.03825142713080126
0.19397083950669503,-0.29559110612888007,-0.7703025963931027,0
-0.06184337791898131,0.6530726182196349,-0.01662638239704295,-0.010672764305249827
0.6239480832724309,0.3895252702893266,0.4880279061789168,0
0.47390827512813427,-0.8467629960956313,-0.473975422360547,0
0.1697527401890766,-0.025208111991586124,0.5228931621447106,0
